content,score,label
gila banget ini apk mau instal aja gagal terus pdhl memori masih 1gb lebih😭,1,negatif
"mau login aja harus daftar auto debit, pelayanan dipersulit tapi pembayaran minta diutamain",1,negatif
"bisa²nya dimintai kode otp untuk pembayaran autodebit malah gak dikirim-kirim kode otpnya, padahal nomer telpon yang saya masukkan sudah benar 💥",1,negatif
banyak pengalaman,5,positif
mau verifikasi kok gak bisa.,1,positif
nicee,5,positif
siipp,5,positif
Baik,5,positif
bagus,5,positif
Sangat mudah di pahami dan di mengerti 👍👍👍👍,5,positif
"tidak bisa otp, saya sudah menunggu 5 jam tapi tidak ada kode otp masuk APLIKASI SAMPAH BANGET",1,negatif
apk tololl..,1,negatif
"baru mau daftar aja susahnya Masya Allah,,,aplikasi apa ini,lemot buanget",1,negatif
sangat baik pelayanannya,5,positif
sumpah kok lemot bgt siee problem solving nya gmnaa niee tolong laaa ketika urgent sat set kualitas nya di tingkatin supaya penangan nya juga cpet ga tele tele keburu meninggal dluan gegara lemot bgni aplikasi nyaaa kecewa parahhhh.......,2,negatif
Bagus,4,positif
aplikasi yang sangat membantu masyarakat melenial,5,positif
bagus,5,positif
sangat mempermudah,5,positif
"aplikasinya bobrok, verifikasi katanya lewat SMS tapi ga bisa2. lewat email bisa tapi tetap masukan no telp tapi masih ga bisa. bikin kesel, niat ga niat BPJS bikin APK, seharusnya bisa mempermudah masyarakat buat daftar online ini bikin darah tinggi",1,positif
Top,5,positif
"aplikasinya sangat buruk, bahkan untuk verifikasi no hp ga masuk masuk, tolong denger masukan pelanggan, ini aplikasi pemerintah yang digunain masal malah begini, kecewa",1,negatif
mantappp dan baguss💪,4,positif
"bagus banget aplikasinya, pindah faskes gampang sekali",5,positif
bagus sangat membantu,5,positif
"Sejauh ini masih heran, dengan email saya terpakai oleh orang lain untuk akun JKN ini. Sy yg berdomisli di Semarang, email saya terpakai orang Sidoarjo. Memang ketika menginput data sendiri, ada verifikasi ke email. Sepertinya celah jni pada saat input data oleh CS di kantor BPJS, yang tanpa verifikasi dari pemilik email. fitur lain-lain okelah, tambah bagus dan semakin lengkap.",4,positif
ok,4,positif
"niat buat apk gak si gue mau daftar susah nya minta ampun, nunggu code verifikasi nomor gak muncul²",2,negatif
sangat membantu,5,positif
untuk dartar aja kok sulit ya.tidak bisa di biometrik tidak bisa di buka,1,negatif
"sangat membantu,,",5,positif
membantu,5,positif
"Kalau ada bintang 0 bakalan saya kasih 0 sih ini... verifikasi ga bisa-bisa, malah bilangnya pulsa kurang padahal banyak, bilang lagi nomer salah padahal benar. Kalau bikin aplikasi itu yang memudahkan dong, kasian orang-orang yang gaptek. Udah regulasi dari faskes harus daftar di JKN Mobile tapi giliran mau download dipersulit di verifikasi.... hadehhhhh payah banget",1,negatif
baik aman,5,positif
terlalu sering update aplikasi,1,negatif
cukup membantu,5,positif
ribet,1,negatif
saat verifikasi sulit,1,negatif
"Mau rubah faskes pertama susah bener lewat app nya, di app bilangnya suruh menghubungi kantor cabang terdekat atau call center 165, udah menghubungi call center 165 malah disuruh pindah lewat app saja. Kaya di lempar2 begitu. Adanya app bukanya memudahkan malah tambah ribet!",5,positif
sangat memuaskan,5,positif
minta verifikasi lewat sms gak ada sms yang muncul astagfirullah. disaranin puskesmas pakek apks ini tapi aplikasinya gak mendukung.,1,negatif
sangat membantu,5,positif
baik sekali,5,positif
terimakasih untuk program nya sangat bagus dan membantu. tapi sayang masih ada yg memanfaatkannya. semoga dibenahi,5,positif
bagus dan sangat membantu,5,positif
ok,5,positif
mudah digunakan,5,positif
bagus dan mudah,5,positif
masak saya mau daftar d suruh bayar sementara di situ jelas jelas fasilitas kesehatan pemerintah,4,positif
nice,5,positif
sangat membantu,5,positif
Kenapaa kok pada saat verifikasi no telepon tidak dikirim juga ya kodenya heran,1,positif
"Tolong untuk pengiriman kode otp segera diperbaiki, dikarenakan kode otp tidak masuk tolong ditindaklanjuti diperbaiki secepat mungkin.",3,positif
sangat bagus sekali dan bermanfaat sekali.,5,positif
APK SAMPAH,1,negatif
Sangat membantu dan memudahkan kami penerima manfaat bpjs kesehatan.,5,positif
"butut banget. saya nunggak bayar 5 bln krn emg ga pernah di pake dan kelupaan trus. trus pas saya udh lunasin, eh di tagih2 trus via WA. di apk masih status tidak aktif pdhl udh 2 minggi lalu saya bayar. disuruh komplain via WA isinya chat boot, suruh pengaduan lewat website hasilnya nihil. di aplikasi jg ga ada kink pengaduan, mgkn sanking banyaknya komplen nih makanya ga berani buat pengaduan selain WA pandawa. butut bangett. ayo BPJS, benerin lah. jangan nagih doang bisanya tp pelayanan jelek",1,negatif
aplikasi sangat bagus dan membantu,5,positif
cepat dan tepat,5,positif
mantap,5,positif
Nice,5,positif
device Infinix note 30 force close,1,negatif
"aplikasi burik.. lengkapi no HP, sudah di isi selalu aja, no anda sudah terdaftar, di buka ttp gak bisa.. payah..",1,negatif
sampah kirim kode nomor telpon gak di kirim2 verifikasi wajah GK bisa,1,negatif
ok,5,positif
"lama bngt otp sms.nya sih min,,ampun dah",1,negatif
kenapa data peserta keluarga kok hilang semua tinggal kepala keluarga.tolong di perbaiki lagi,5,positif
good,5,positif
jujur aneh masa mau login maksa banget harus aktifkan auto debit kalo ga di aktifkan ga bisa masuk ke aplikasi nya gmna si?,2,negatif
terimakasih,5,positif
membantu sekali guna pendaftaran bpjs,5,positif
Alhamdulillah sudah bagus pelayanannya 🙏🏻,5,positif
puas banget.,5,positif
sangat membantu dalam proses pengurusan kesehatan,5,positif
"barusan di pake, buat daftar kek faskes 1, mau daftar buat senin kek RS, eh malah suruh login lagi, knp kok gitu ya",4,positif
Bikin ribet orang berobat..,1,negatif
"sangat membantu, tidak perlu antri dan ke kantor BPJS, skrg bisa rebahan untuk ubah kelas perawatannya",5,positif
susah msuk verifikasi g di kirim kirim gmna mobile jkn,1,negatif
bpjs kesehatan semakin di depan,5,positif
bagus,5,positif
terimakasih sudah di bantu JKN,5,positif
ko aku ga bisa nginstal apk nya yah knpa??,4,positif
sangat membantu,4,positif
sangat membantu,5,positif
"saya tidak bisa memasukkan nomer telepon untuk istri saya dan anak saya, gimana yah",3,negatif
KODE OTP MANA WOY!!!,1,negatif
lumayan mudah di pakai,4,positif
iy saya puas dgn aplikasi ini,5,positif
mudah bisa membantu,5,positif
"aplikasi TDK berguna,sdh berapa puluh kali buat login mau daftar online malah tdk bisa di gunakan",1,negatif
mantap mudah dan cepat,5,positif
apk sampah regist aja ribet minta ampun Ampe Sekarang blum berhasil2,1,negatif
bagus sangat mudah,5,positif
"aplikasi gak jelas , aplikasi yang seharusnya mempermudah malah jadi mempersulit rakyat , hey kita ini mau berobat bukan mau mabok tolong jangan di persulit , nyawa cuma 1 boss",1,positif
"aplikasi menyulitkan rakyat , pendaftaran berobat di rumah sakit dari aplikasi ini selalu gagal",1,negatif
mantap,5,positif
BPJS semoga cepet Sembuh&Waras,1,negatif
mau verifikasi aja gak bisa² blok. evaluasi lagi lah cobak,1,positif
Menu Perubahan Fasilitas Kesehatan tidak bisa digunakan. Untuk memilih provinsi dan kota tidak bisa.,5,negatif
pelayanannya lebih simple,5,positif
susah,1,negatif
mulai ada perubahan bisa memperbarui data dulu ga bisa sekarang alhmdulilah bisa,5,positif
terimakasih,5,positif
good,5,positif
bagus,5,positif
mantab.,4,positif
kode otp nya gak ke kirim² udh di ulangi ttp aja gak di kirimkan,2,negatif
aplikasi bagus,5,positif
"aplikasi jelek, bermasalah, ga berguna. bukannya mempermudah masyarakat tapi malah mempersulit! masa saya mau daftar pake nomor telepon saya yang jelas jelas belum pernah dipakai buat daftar aplikasi ini tapi bacaannya katanya nomor saya sudah digunakan peserta lain? solusinya apa kalo kayak gini? udah pernah komplain juga tapi responnya sangat tidak membantu. tolong segera diatasi dong masalah kayak gini tuh!",1,negatif
kenapa susah login...padahal udah isi nik dan kata sandi dengan benar...ber ulang ulang tetap salah...,2,negatif
Aplikasi sampah...bikin sengsara penggunanya.!!nik dan pasward selalu salah.,1,negatif
Sangat membantu sekali... Terimakasih BPJS,5,positif
pelayanan mudah dan cepat,5,positif
bagus,5,positif
"Alhamdulillah selama ini, lancar.",5,positif
tolong donk aplikasi jkn nya jan di batasi cuma 3 nik aja kalau bisa lebih dari 3 10 misalkan,5,positif
baguss,5,positif
saat d gunakan Alhamdulillah baik,2,positif
pertahankan kemudahaan aplikasi jkn,5,positif
bagus sangat membantu,5,positif
terimakasih banyak,5,positif
sangat membantu,5,positif
sangat membantu,5,positif
tidak ada versi android 5,1,negatif
bagus,5,positif
sangat membantu jadi lebih mudah,5,positif
Apik,5,positif
semoga KIS mandiri saya tidak di bebankan biaya bayar bulanan lagi.karna saya saat ini hanya kerja bersih bersih rumah org.mohon di bantu di ubah ke kis dari pemerintah.GRATIS,5,positif
"bagus pol, sangat membantu, memudahkan kita untuk daftar kontrol secara online tanpa perlu mengantri",5,positif
ngga ada versi android 5.1,1,negatif
sangat baik,5,positif
okee,5,positif
"buat apa dibuat menu mendaftar online,mendingan hapus aja menu daftar online tidak sesuai dengan di lapangan. di aplikasi 7 orang yg terdaftar saat langsung untuk daftar offline pedaftaran sudah penuh Aplikasi pembohong",1,negatif
mantap,5,positif
mantap,5,positif
ok,5,positif
mohon maaf blum bisa memberi penilaian terhadap akun ini karna blum saya gunakan.,5,positif
"egk bisa login dari bulan lalu, padahal pengen berobat. udh gitu logout sendiri lagi",2,negatif
mantabbb,5,positif
semoga bisa dikembangkan lbh baik dan pelayanan kesehatan juga lbh profesional,5,positif
hallo ka mau nanya kenapa untuk verikasi data ko gak bisa ya? tolong dibenerin ka🙏,2,negatif
kurang puas aplikasi yang saya pake selalu lama bukanya.coba lagi coba lagi padahal paket data ada kalau buka di rumah pke wifi..aplikasi jkn susah dipake sekalinya dibutuhkan seprti itu...,1,negatif
kode verifikasi no hp tidak masuk padahal udh d coba berkali-kali,1,negatif
"buruk, mau daftar aja dipersulit",1,negatif
"masa otp via SMS lama bgt , gmn sih tim IT nya harus di periksa ini , mau daftar aja di persulit kode otp",4,positif
aplikasi ga guna. mau ganti password aja ŕibet. kirim kode verifikasi ga ada ada muncul,1,negatif
memper ribet ortu saya sudah darurat malah sering eror,1,negatif
mau verifikasi krm kode otp luama pol dan harus bolak balik ulang.ya Allah gini amat 🙂‍↕️,3,netral
"aplikasinya keren, dan lengkap sesuai kebutuhan",5,positif
pelayanan responsip,5,positif
lelet,1,negatif
saya gak bisa masuk krna udah lebih dr 3 akun dlm perangkat saya pdhal sebelum nya saya bisa masuk walau menggunakan lebih dr 3 akun. tolong gimana solusi nya?,4,positif
"mau daftar antrian faskes lanjutan eror terus, apalah biasa gak pernah, jadi antri manual yg super duper lama",3,positif
Aplikasi ini perlu diperbaiki lagi. Permasalahan selalu sama seperti para pengguna sebelumnya. aplikasi berat tapi ngga maksimal. Udah kayak pemerintahan sekarang aja.,1,positif
aplikasi tidak membantu sama sekali,1,positif
sangat membantu,5,positif
"sejauh ini puas dengan pelayanan nya,semua bisa di akses di aplikasi mobile JKN, semoga semakin ada berkembang dan fitur-fitur nya mungkin bisa bertambah",5,positif
mantap,5,positif
sangat bermanfaat,5,positif
Susah buat daftar ... Verifikasi wajah berulang kali gagal..,1,negatif
bagus,5,positif
"Sebagai aplikasi layanan publik yang dimana digunakan secara masif secara nasional, JKN Mobile sangat tidak mendukung kepraktisan dan cenderung tidak fleksibel. Masalah cenderung terletak pada pendaftaran atau pembuatan akun, yang dimana merupakan langkah awal dari penggunaan akun. Jika diawal saja sudah bermasalah/susah bagaimana orang mau memakainya. Contoh saja seperti verifikasi nomor handphone, sudah menggunakan 3 nomor handphone berbeda namun kode otp tidak juga terkirim.",1,negatif
Tolong lah ini... harusnya bulan april 2025 ini saya cuma bayar 175rb mengapa total yg keluar 350 rb? 175rb saya bayar ditanggal 08 dengan manual transfer dan mengapa tanggal 10 keluar autodebit tiba-tiba? tolong lah... uangku hilang nih dan kalian kan punya sistem lacak. kembaliin dong uang ku 175 rb,1,negatif
Dengan aplikasi ini dgn mudah mengambil nmr antrian untuk periksa kesehatan tp sayang Aplikasi kalo lama gk di pakai harus instal ulang terus jd gk bisa di pakai secara mendadak......sampe kapan aplikasi ini bisa dgn mudah gk ribet harus instal ulang terus.....,2,negatif
lebih mudah dan cepat informasinya,5,positif
ok,5,positif
"sampai sekarang pin nya ga di kirim melalui SMS, isi otomatis dari pesan tapi g di kirim, bagaimana ini? kerumah sakit harus pakai jkn mobile tapi daftar aplikasi nya pun susah, HP internet nya bagus, ada pulsa, tapi pin tidak di kirim.",3,netral
mantap,5,positif
Mantap,5,positif
mantap,1,positif
Kode saat verifikasi autodebit ngga masuk ke nomer hp. udh tak coba beberapa kali masih utuh ngga masuk,1,negatif
susah susah gampang masuknya.harus ekstra sabar.akhirnya ke buka juga thanks,5,negatif
mantap,5,positif
sangat membantu,5,positif
sejauh ini keren sih memudahkan pengguna BPJS 🎉,5,positif
"tadi pukul 19.41 saya mendaftar antrean pelayanan tapi kok nggak bisa muncul tulisan kuota penuh sampai sekarang masih muncul tulisan kuota penuh, terus gimana mengatasinya",1,positif
"aplikasinya ga jelas banget masa udah beberapa kali verifikasi tetep ga bisa padahal wifi lancar,tolong perbaiki lagi yaaa!!!!",1,positif
ok,5,positif
sangat di sayangkan aplikasinya lambat di pendaftaran capcha nya selalu loading muter muter terlalu lama,2,negatif
kalau bisa update nya 6 bln skli,3,netral
Pelayanan online bagus,5,positif
aplikasinya bagus memudahkan,5,positif
sangat membantu,5,positif
"Alhamdulillah selama ini memudahkan saya tdk perlu ke kantor, terima kasih banyak",5,positif
"min cara mengganti sandi yang lupa gimana yah untuk masuk aplikasi jkn? sedangkan no hp yg di cantumkan sudah tidak di pakai lagi, email nya pun sudah lupa karena hp hilang ? sedangkan kam8 butuh untuk rujukan melalui akun jkn ? mohon di jawab 🙏",4,negatif
kenapa saya sudah masukan no telpon tapi ga muncul muncul kode verifikasinya padahal internet baguss pulsa juga adaa,2,positif
Alhamdulillah untuk pelayanan sudah baik,5,positif
Segitu banyaknya keluhan orang Masalah Apk Jkn ini Tetap Saja apk nya blm Juga di perbaiki Sampai Saat ini parah bukan Membantu Malah mempersulit,1,negatif
ok,5,positif
mudah praktis,5,positif
mudah praktis,5,positif
"aplikasi busuk kode gak masuk"" padahal no handphone nya udah bener",1,negatif
astaghfirullah verifikasi otp nya lemot dan coba berkali-kali masih ribet,1,negatif
tidak bisa diakses. sudah login tapi data tidak ada. sedangkan aplikasi yang lain walaupun berat. masi bisa lancar dengan jaringan internet yang sama.,1,negatif
good,5,positif
aplikasi mantap sangat membantu.. lebih mudah dan efisien.,5,positif
sangat membantu good job,5,positif
sangat membantu buat masyarakat,5,positif
mantap,5,positif
alhamdulillah sangat terbantu,5,positif
terimakasih,5,positif
👍,5,positif
bagus,5,positif
good job,5,positif
sangat membantu,5,positif
lumayan,5,positif
sangat membantu,5,positif
"Sekedar saran, mending jangan daftar BPJS, apalagi yang prabayar. Kalian bayar tiap bulan di kali jumlah 1 keluarga.",1,negatif
saya berterimakasih atas pelayanan yang baik dari Mobile JKN,5,positif
Woke,5,positif
aplikasi sangat berguna,5,positif
"Mudah dimengerti. Respon cepat, verifikasi cepat, kirim OTP juga baik",5,positif
"kenapa verifikasi nomer HP sulit amat, hedeeeh",2,negatif
sangat bagus pelayanannya,5,positif
kenapa aplikasi ko sulit untuk pengambilan gambar wajah,1,negatif
"Untuk ngubah data diri bs dari rumah, kecuali NIK, harus ke kantor BPJS kesehatan lngsng, tp gpp, well done 👍",5,positif
hampir semua aplikasi nya pemerintah dipastikan konyollll,1,negatif
pelayanan cepat dan memuaskan,5,positif
"verifikasi lama banget, diulang berkali kali pun tetap ga bisa .. mudah aplikasi yg lama",2,positif
mantap,5,positif
"susahnya mau verifikasi akun,tidak pernah dapat kode otp,",1,negatif
mantapppppp,5,positif
mantaf,5,positif
nomor verifikasi yang gak dikirim padahal udah di coba 3 kali nomor nya juga pas nomor kartunya juga saya pakai di hp tapi gak dikirim kirim ya ke sms,3,netral
"aplikasi error mau daftar ngak bisa karena akun sudah terdaftar, mau masuk ngak bisa akun belum terdaftar",1,negatif
"terimakasih BPJS sudah banyak membantu saya dan keluarga,, ga kebayang klo msh kyk jaman dlu Waktu ga ada BPJS Kalo d rawat d RS bisa smpe jual sawah buat biaya berobat d RS",5,positif
"aplikasi apa ini, masukan nomer HP nunggu kode OTP yang gapernah terkirim, nunggu jam kerja?? stress, aplikasi apa ini",1,negatif
saya kasih bintang 1 soalnya proses pendaftarannya susah nunggu kode otp nya lambat..,1,negatif
"saya sudah daftar anggota keluarga yg terdiri dari istri, dan 4 orang anak saya. sudah melakukan pembayaran dn dichek di aplikasi Pandawa aktif. tapi ketika dichek di aplikasi jkn nama istri dan anak saya TDK ada. yg ada nama2 orang lain. mohon solusi.",5,positif
ok,5,positif
"oy kode otp yg di kirim ke SMS ganti saja ke WA susah ini dapet kodenya atau GK salah satu saja Antara email sama no hp, sudah seharian susah sekali dapet kode otp yg SMS.",1,negatif
top,5,positif
smoga bisa digunakan dengan smestinya....baru download smoga tersmogakan untuk persiapan persalinan istri,5,positif
